Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,has_analysis,uses_genai,patterns
PictorLabs,https://www.pictorlabs.ai,Series A,15200000,USD,15200000,2019-01-01,Early Stage Venture,Developer of digital imaging platform designed to conduct histopathology,https://www.pictorlabs.ai,1,"Biotech, Deeptech, Artificial intelligence","Los Angeles, USA, Asia",,true,true,
HRPeak,https://www.hrpeak.com,,,,,2019-01-01,,Online assessment center for the hiring process,https://www.hrpeak.com,,"Hrtech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
SCSoft,https://www.scsoft.com.tr,,,,,2019-01-01,,AI powered identity management,https://www.scsoft.com.tr,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Proxolab,https://www.proxolab.com,,,,,2019-01-01,,Software solutions,https://www.proxolab.com,,"Agency, Artificial intelligence","Denizli, Turkey, Asia",,true,true,
Codebefore,https://codebefore.com,,,,,2019-01-01,,Software technologies solutions,https://codebefore.com,,"Agency, Cloud, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
Trueyogi,https://trueyogi.com,,,,,2019-01-01,,"AI-powered wellness app analyzing users’ physical condition and producing yoga flows for to their mental needs, physical data, mood, and goals",https://trueyogi.com,,"Well-being, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Mantiscope,https://www.mantiscope.com,,,,,2019-01-01,,Blood cell analysis with AI,https://www.mantiscope.com,,"Artificial intelligence, Healthtech","Ankara, Turkey, Asia",,true,true,
Bewell,https://www.bewelll.com,,,,,2019-01-01,,AI powered digital wellness coach,https://www.bewelll.com,,"Fitness, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Wope,https://wope.com,,,,,2019-01-01,,Rank tracker for technical SEOs,https://wope.com,,"Marketingtech, Artificial intelligence","Tallinn, Estonia, Asia",,true,true,
deepware,https://deepware.ai,,,,,2019-01-01,,Solutions against deepfakes,https://deepware.ai,,"Cybersecurity, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
wawlabs,http://www.wawlabs.com,,,,,2019-01-01,,Search engine technologies for e-commerce sites,http://www.wawlabs.com,,"Search engine, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Starlang,https://starlangyazilim.com,,,,,2019-01-01,,Natural language processing solutions,https://starlangyazilim.com,,Artificial intelligence,"Ankara, Turkey, Asia",,true,true,
Kognitek,https://www.kognitek.com.tr,,,,,2019-01-01,,Artificial intelligence and cognitive technology solutions,https://www.kognitek.com.tr,,"Regtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Oda Studio,https://www.odaportal.com,Seed,2800000,USD,2800000,2019-01-01,Seed,Marketing automation for residential listings using AI,https://www.odaportal.com,1,"Visual, Artificial intelligence, Proptech","San Francisco, USA, Asia",,true,true,
Ara Robotics,https://ararobotics.eu,,,,,2019-01-01,,Industrial cleaning robot,https://ararobotics.eu,,"Robotics, Sustainability, Deeptech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
HadsUp,https://www.hadsup.com,Seed,200000,USD,200000,2019-01-01,Seed,Adtech platform which combines AI with hologram technology,https://www.hadsup.com,1,"Advertising, Artificial intelligence","London, UK, Asia",,true,true,
Redlab,https://www.redlab.com.tr,,,,,2019-01-01,,"Laboratory device manufacturing, virtual reality applications, simulations, artificial intelligence solutions",https://www.redlab.com.tr,,"AR / VR, Mechatronics, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Tractus Technology,https://www.tractus.com.tr,,,,,2019-01-01,,"Data science, business intelligence solutions and data analytics consulting services",https://www.tractus.com.tr,,"Big data, Artificial intelligence, Business intelligence","Ankara, Turkey, Asia",,true,true,
ICS,https://icsteknoloji.com,,,,,2019-01-01,,"PDPL, GDPR consultancy, system integration, software products and services",https://icsteknoloji.com,,"Internet of things, Big data, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
muTech,https://mutechgmbh.de,,,,,2019-01-01,,Smart technologies for agriculture,https://mutechgmbh.de,,"Deeptech, Artificial intelligence, Agritech","Hannover, Germany, Asia",,true,true,
Algomedi,https://www.algomedi.com,,,,,2019-01-01,,"Software, web and mobile development services",https://www.algomedi.com,,"Internet of things, Agency, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
FutureTech,http://futuretech.com.tr,,,,,2019-01-01,,Big data technologies and applications,http://futuretech.com.tr,,"Agency, Big data, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Benosso,https://www.benosso.com,,,,,2019-01-01,,Technology solutions,https://www.benosso.com,,"Agency, Artificial intelligence","Denizli, Turkey, Asia",,true,true,
SenkronData AI,https://senkrondata.com,,,,,2019-01-01,,Data crawling from web and mobile apps,https://senkrondata.com,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Artlabs,https://artlabs.ai,Post-Seed,700000,USD,700000,2019-01-01,Seed,It provides AI based solutions related to Commerce and Metaverse,https://artlabs.ai,1,"Metaverse, E-commerce enabler, AR / VR, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
HANA ARGE,https://hanaarge.com,,,,,2019-01-01,,Location and AI solutions,https://hanaarge.com,,"Agency, Artificial intelligence, Location","Nevşehir, Turkey, Asia",,true,true,
Summarify,https://summarify.io,,,,,2019-01-01,,"Solutions to Turkish natural language processing needs such as text analytics and classification, document categorization and text summarization",https://summarify.io,,"Social media, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Vireup,https://www.vireup.com,,,,,2019-01-01,,AI-powered video interview platform,https://www.vireup.com,,"Hrtech, Artificial intelligence","London, UK, Asia",,true,true,
Dataroid,https://www.dataroid.com,Post-Seed,6600000,USD,6600000,2019-01-01,Seed,Enterprise-level big data analytics and customer engagement platform,https://www.dataroid.com,1,"Marketingtech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Algomedicus,https://www.algomedicus.co,,,,,2019-01-01,,Develops AI-based software for medical treatment processes in the healthcare and pharmaceutical sectors,https://www.algomedicus.co,,"Image process, Artificial intelligence, Healthtech","Ankara, Turkey, Asia",,true,true,
Smartalpha,https://smartalpha.ai,SAFE,500000,USD,500000,2019-01-01,Pre-Seed,Makes inventions by using artificial intelligence technologies,https://smartalpha.ai,1,"Deeptech, Artificial intelligence, Healthtech","Ankara, Turkey, Asia",,true,true,
Akıllı Mantar,https://www.akillimantar.com,,,,,2019-01-01,,"Smart farming solution that increases crop yield, product quality and improves production process using the internet of things, artificial intelligence and automation technologies",https://www.akillimantar.com,,"Internet of things, Artificial intelligence, Agritech","Istanbul, Turkey, Asia",,true,true,
Scrintal,https://scrintal.com,,,,,2019-01-01,,"AI-powered platform makes audio and video transcription, and analysis",https://scrintal.com,,Artificial intelligence,"Stockholm, Sweden, Asia",,true,true,
Adapha,https://adapha.com,Seed,50000,USD,50000,2019-01-01,Seed,Artificial intelligence solutions for companies,https://adapha.com,1,Artificial intelligence,"Samsun, Turkey, Asia",,true,true,
AdsBot,https://adsbot.co,,,,,2019-01-01,,AI-powered automation and optimization service for Google Ads Management,https://adsbot.co,,"Advertising, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
CryptoIndexSeries,https://cryptoindexseries.com,Pre-Seed,162000,USD,162000,2019-01-01,Pre-Seed,AI-powered digital analysis platform for crypto markets,https://cryptoindexseries.com,1,"Cryptocurrency, Fintech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Hiface,https://hiface.app,,,,,2019-01-01,,Allows try with makeup and accessories live with AR,https://hiface.app,,"AR / VR, Beauty & cosmetics, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Kahuna,https://kahuna.io,Seed,300000,USD,300000,2019-01-01,Seed,Copyright tracking and detection in the digital arena,https://kahuna.io,1,"Legaltech, Music, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Enbiosis Biosciences,https://www.enbiosis.com,SAFE,100000,USD,100000,2019-01-01,Pre-Seed,Microbioma analysis and personalized nutrition guide,https://www.enbiosis.com,1,"Artificial intelligence, Healthtech","Leicester, UK, Asia",,true,true,
Charm,https://sites.google.com/view/charmapp/home,,,,,2019-01-01,,Intelligent skincare assistant,https://sites.google.com/view/charmapp/home,,"Beauty & cosmetics, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Settings Labs,https://guul.games,Pre-Seed,115000,USD,115000,2019-01-01,Pre-Seed,Enterprise game technologies,https://guul.games,1,"Hrtech, Gaming, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Çekirdek ARGE,https://www.cekirdekarge.com,,,,,2019-01-01,,Artificial intelligence based technical fleet management systems,https://www.cekirdekarge.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Syntonym,https://www.syntonym.com,Bridge,250000,USD,250000,2019-01-01,Early Stage Venture,Anonymizes camera data in a GDPR-compliant way to protect people’s privacy,https://www.syntonym.com,1,"Retailtech, Cybersecurity, Artificial intelligence, Autotech","London, UK, Asia",,true,true,
PensorAI,https://www.pensor.tech,,,,,2019-01-01,,AI based test platform for apps,https://www.pensor.tech,,"IaaS PaaS, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AugeLab,https://augelab.com,Seed,100000,USD,100000,2019-01-01,Seed,No-code AI and computer vision,https://augelab.com,1,"Image process, Marketplace, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
AIATUS,https://aiatus.com,,,,,2019-01-01,,"AI, data science and advanced analytics solutions",https://aiatus.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Kodgem,https://kodgemstraight.com,Corporate Round,58732,USD,58732,2019-01-01,Late Stage Venture,Posture trainer to stand upright,https://kodgemstraight.com,1,"Internet of things, Artificial intelligence, Healthtech","Nevşehir, Turkey, Asia",,true,true,
Ratio Energy,https://www.ratio.energy,Pre-Seed,317600,USD,317600,2019-01-01,Pre-Seed,End-to-end energy optimization and simulation for energy storage and distributed energy resources,https://www.ratio.energy,1,"Internet of things, Energy, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Agrimetre,https://agrimetre.com,,,,,2019-01-01,,Agricultural data analysis,https://agrimetre.com,,"Artificial intelligence, SaaS, Agritech","Ankara, Turkey, Asia",,true,true,
Neo Anka,https://www.neoanka.com,,,,,2019-01-01,,Big data analytics,https://www.neoanka.com,,"Big data, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Justifi,http://justifi.co,,,,,2019-01-01,,Confirms the accuracy and authenticity of documents with machine learning,http://justifi.co,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Price Pills,https://www.pricepills.com,,,,,2019-01-01,,Competitor price tracking,https://www.pricepills.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
T-Fashion,https://tfashion.ai,SAFE,50000,USD,50000,2019-01-01,Pre-Seed,Artificial intelligence based fashion trend forecasting,https://tfashion.ai,1,"Fashion, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Revolvind,https://revolvind.com,,,,,2019-01-01,,Industrial IoT and data science solutions,https://revolvind.com,,"Internet of things, Big data, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
DIATTACK,https://diattack.com,,,,,2019-01-01,,Predictive cyber security solution,https://diattack.com,,"Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Plugger.ai,https://www.plugger.ai,Seed,100000,USD,100000,2019-01-01,Seed,Retail solutions with artificial intelligence and machine learning,https://www.plugger.ai,1,"Image process, Retailtech, Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Cezeri,https://cezerirobot.com,,,,,2019-01-01,,Artificial intelligence robotics technologies,https://cezerirobot.com,,"Robotics, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Largo,https://home.largo.ai,,,,,2018-01-01,,Storytelling tools for the audiovisual industry using artificial intelligence,https://home.largo.ai,,"Artificial intelligence, SaaS","Lausanne, Switzerland, Asia",,true,true,
Vera Teknoloji,https://vera-teknoloji.com,,,,,2018-01-01,,"Business Intelligence, data warehousing, AI and RPA solutions",https://vera-teknoloji.com,,"Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",,true,true,
Deeptech Universe,https://www.aideep.tech,,,,,2018-01-01,,Artificial intelligence and technology solutions for organisations in different sectors,https://www.aideep.tech,,"Deeptech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Rono,https://www.ronobt.com.tr,,,,,2018-01-01,,"Solutions in data analytics, artificial intelligence applications, data collection, and mobile software",https://www.ronobt.com.tr,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Quadra360,https://quadra360.com,,,,,2018-01-01,,Artificial intelligence software and information technology services,https://quadra360.com,,"Agency, Artificial intelligence","Elazığ, Turkey, Asia",,true,true,
Noctra,https://noctraplus.com,,,,,2018-01-01,,"AI-powered business management platform designed for restaurants, bars, cafes, and the entertainment industry",https://noctraplus.com,,"Smart city, Artificial intelligence, SaaS","Ankara, Turkey, Asia",,true,true,
ContentGo,https://contentgo.ai,,,,,2018-01-01,,Humanlike content creation platform,https://contentgo.ai,,"Content, Artificial intelligence","London, UK, Asia",,true,true,
Connected Wise,https://connectedwise.com,,,,,2018-01-01,,"Intelligent transportation systems, connected automated vehicle technologies, and artificial intelligence research",https://connectedwise.com,,"Mobility, Artificial intelligence","Orlando, USA, Asia",,true,true,
Morya,https://www.morya.com.tr,,,,,2018-01-01,,Developer of artificial intelligence and deep learning technologies,https://www.morya.com.tr,,"Deeptech, Artificial intelligence, Business intelligence","Antalya, Turkey, Asia",,true,true,
Star & Apple Entreprise,https://sa-enterprise.co,,,,,2018-01-01,,"Web-based, desktop applications, artificial intelligence, electric vehicles, greenhouse automation and robotics solutions",https://sa-enterprise.co,,"Agency, Mobility, Robotics, Artificial intelligence","Balıkesir, Turkey, Asia",,true,true,
