Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors,has_analysis,uses_genai,patterns
Latent Memories,https://latentmemories.space,,,,,2020-01-01,,Storytelling-based stage design for concerts and events using AI,https://latentmemories.space,,"Event, Entertainment, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
DC Connected,https://www.dc-connected.de,Seed,2350000,USD,2350000,2020-01-01,Seed,AI-controlled virtual technician,https://www.dc-connected.de,1,"Mobility, Artificial intelligence, Autotech","Nersingen, Germany, Asia",,true,true,
Beren Studio,https://beren.studio,,,,,2020-01-01,,Developer of virtual reality and augmented reality applications for companies and organizations,https://beren.studio,,"Metaverse, AR / VR, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Bronix,https://www.bronixengineering.com,,,,,2020-01-01,,"Software solutions, encompassing web, mobile, AI, and blockchain development",https://www.bronixengineering.com,,"Agency, Blockchain, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
ErgoVisio,https://www.ergovisio.com,,,,,2020-01-01,,"Multispectral imaging systems for health, wellness, sports and cosmetics",https://www.ergovisio.com,,"Image process, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
TRAILBLU,https://www.trailblu.com,,,,,2020-01-01,,AI-powered no-code test automation for mobile and web apps,https://www.trailblu.com,,"Artificial intelligence, Developer Tools","Istanbul, Turkey, Asia",,true,true,
Mina,https://www.minapy.com.tr,,,,,2020-01-01,,"Machine learning, big data, analytics, deep learning, intelligent decision systems, image processing and natural language processing services",https://www.minapy.com.tr,,"Big data, Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
INKSEN,https://www.inksen.com,,,,,2020-01-01,,"Mobile application, platform development, big data & analytics, artificial intelligence solutions",https://www.inksen.com,,"Agency, Big data, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Deep Arrow,https://deeparrow.com,,,,,2020-01-01,,"Technology solutions for startups and enterprises, including semiconductor chips, IPs, AI algorithms, embedded software, and systems architecture",https://deeparrow.com,,"Smart city, Deeptech, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Nirvana Dijital,https://nirvanadijital.com,,,,,2020-01-01,,"AI, mobile app, UX/UI design, web software services",https://nirvanadijital.com,,"Internet of things, Agency, Artificial intelligence","Mersin, Turkey, Asia",,true,true,
Lorenzo,https://lorenzocss.com,,,,,2020-01-01,,AI and mobile applications,https://lorenzocss.com,,"Agency, Artificial intelligence","Samsun, Turkey, Asia",,true,true,
Work3,,,,,,2020-01-01,,"Solutions in artificial intelligence, biotechnology/medical devices and software development",,,"Biotech, Artificial intelligence","Sakarya, Turkey, Asia",,true,true,
Lenora,https://lenorabilisim.com,,,,,2020-01-01,,"Software development, digital transformation and artificial intelligence solutions",https://lenorabilisim.com,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
ARCA,https://arcayazilim.com,,,,,2020-01-01,,Software solutions and artificial intelligence applications,https://arcayazilim.com,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
BigTRI,https://bigtri.net,,,,,2020-01-01,,"Machine learning/AI, image processing, and IoT solutions",https://bigtri.net,,"Internet of things, Image process, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Kalybe.AI,https://kalybeai.com,,,,,2020-01-01,,AI-powered software and technical solutions to companies who want to leverage data,https://kalybeai.com,,Artificial intelligence,"Izmir, Turkey, Asia",,true,true,
UrbanGaff,https://www.urbangaff.com,,,,,2020-01-01,,AI supported product for the estate agents,https://www.urbangaff.com,,"Artificial intelligence, SaaS, Proptech","Istanbul, Turkey, Asia",,true,true,
Inodash,https://www.inodash.com,,,,,2020-01-01,,"Platform that enables teams to collaborate, manage their tasks and achieve their goals",https://www.inodash.com,,"Artificial intelligence, SaaS","London, UK, Asia",,true,true,
Hagia,https://www.hagiaproject.com,,,,,2020-01-01,,AI & Web3 studio,https://www.hagiaproject.com,,"Web3, Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Dataçarşı,https://datacarsi.com,,,,,2020-01-01,,"Website design, SEO, graphic design, artificial intelligence, business intelligence and mobile application development services",https://datacarsi.com,,"Agency, Artificial intelligence, Business intelligence","Kayseri, Turkey, Asia",,true,true,
Notitek Software,https://www.notitek.com.tr,,,,,2020-01-01,,RPA solutions,https://www.notitek.com.tr,,"Artificial intelligence, Business intelligence","Izmir, Turkey, Asia",,true,true,
Labornia,http://www.labornia.com,,,,,2020-01-01,,"Big data analytics, artificial intelligence and machine learning solutions",http://www.labornia.com,,"Big data, Artificial intelligence","Kırıkkale, Turkey, Asia",,true,true,
Biperhiz,https://www.biperhiz.com,,,,,2020-01-01,,AI supported virtual dietitian developed for society and public health,https://www.biperhiz.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Plunom Technologies,https://plunom.com,,,,,2020-01-01,,"Software development services, ERP,RPA, supply chain processes and industry 4.0 solutions",https://plunom.com,,"Industry40, Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",,true,true,
Wiser Tech,https://www.wisertech.ai,,,,,2020-01-01,,Textile technologies incorporated with artificial intelligence and machine learning,https://www.wisertech.ai,,"Textile, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
6Zeka,https://6zeka.com,,,,,2020-01-01,,"Real-time data, machine learning solutions",https://6zeka.com,,"Agency, Big data, Artificial intelligence","Antalya, Turkey, Asia",,true,true,
mutlumesaj,https://www.mutlumesaj.com.tr,Equity Crowdfunding,230738,USD,230738,2020-01-01,Seed,AI-supported app that delivers the motivation and support that people need in their daily lives,https://www.mutlumesaj.com.tr,1,"Well-being, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Jetmaster,https://www.jetmaster.com.tr,,,,,2020-01-01,,Artificial intelligence based jet filter control systems,https://www.jetmaster.com.tr,,"Electronics, Artificial intelligence","Konya, Turkey, Asia",,true,true,
AutoDidactic Technologies,https://www.autodidactic.com.tr,,,,,2020-01-01,,Artificial intelligence and defense industry solutions,https://www.autodidactic.com.tr,,"Military, Artificial intelligence","Konya, Turkey, Asia",,true,true,
DraftWise,https://www.draftwise.com,Series A,20000000,USD,20000000,2020-01-01,Early Stage Venture,"Platform to help search, discover, analyze and review precedent contracts",https://www.draftwise.com,1,"Legaltech, Artificial intelligence, SaaS","New York, USA, Asia",,true,true,
Cosmodot,https://www.thecosmodot.com,,,,,2020-01-01,,"Industrial traceability products and platform, the creator of the CDOT AI Code and the CTRACE platform",https://www.thecosmodot.com,,"Industry40, Artificial intelligence, Business intelligence","Miami, USA, Asia",,true,true,
SmartInfo,https://smartinfo.com.tr,,,,,2020-01-01,,"Data analysis, artificial intelligence and business intelligence solutions",https://smartinfo.com.tr,,"Big data, Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",,true,true,
Pointee,https://www.pointee.com,Seed,1480570,USD,1480570,2020-01-01,Seed,RPA maintenance and improvement platform,https://www.pointee.com,1,"Artificial intelligence, SaaS","Prague, Czech Republic, Asia",,true,true,
Oniki,https://oniki.net,,,,,2020-01-01,,Hybrid event technology that makes B2B matchmaking powered by artificial intelligence,https://oniki.net,,"Event, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Konnektom Data Works,https://konnektom.net,,,,,2020-01-01,,Smart decision solutions for finance and retail,https://konnektom.net,,"Fintech, Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",,true,true,
Parton,https://partonbigdata.com,,,,,2020-01-01,,Big data analytics,https://partonbigdata.com,,"Big data, Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",,true,true,
ALGOMIM,https://www.algomim.com,,,,,2020-01-01,,Data-driven architectural project development with artificial intelligence support,https://www.algomim.com,,"Agency, Constructiontech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Öneri Sistemi,https://oneri.io,,,,,2020-01-01,,Artificial intelligence and machine learning supported recommendation system solution suitable for blue-collar and white-collar employee structure,https://oneri.io,,"Hrtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Yeditek,https://yeditek.com,,,,,2020-01-01,,Industrial image processing and artificial intelligence solutions,https://yeditek.com,,"Image process, Robotics, Artificial intelligence","Bursa, Turkey, Asia",,true,true,
Novus,https://www.novusasi.com,Bridge,250000,USD,250000,2020-01-01,Early Stage Venture,Content creation through customized AI technology,https://www.novusasi.com,1,"Content, Artificial intelligence","Cambridge, USA, Asia",,true,true,
OGZA Teknoloji,http://www.ogzatech.com,,,,,2020-01-01,,"Artificial intelligence, image processing, mobile application development",http://www.ogzatech.com,,"Industry40, Image process, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Quin AI,https://www.quinengine.com,Seed,1960000,USD,1960000,2020-01-01,Seed,Predictive AI tool for low-touch digital selling and engagement,https://www.quinengine.com,1,"Marketingtech, Artificial intelligence","London, UK, Asia",,true,true,
DataFors,https://datafors.com,,,,,2020-01-01,,Data analytics solutions,https://datafors.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Octai,https://octai.com,,,,,2020-01-01,,Data-driven technology solutions using artificial intelligence methods,https://octai.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
MaM High Tech,https://www.mamhightech.com,,,,,2020-01-01,,Power systems and electronic sensors developer,https://www.mamhightech.com,,"Blockchain, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Rortech,https://www.rortech.com.tr,,,,,2020-01-01,,Control systems for business and construction machinery,https://www.rortech.com.tr,,"Robotics, Constructiontech, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Indevo Technology,https://www.indevo.com.tr,,,,,2020-01-01,,"Software and hardware solutions in the fields of wearable technology, AI, game technologies, VR/AR",https://www.indevo.com.tr,,"Wearable, AR / VR, Artificial intelligence","Gaziantep, Turkey, Asia",,true,true,
Zentech,https://zenteknoloji.com,,,,,2020-01-01,,"Website, PCB board, 3D modeling, graphic designs and software development services",https://zenteknoloji.com,,"Agency, Artificial intelligence","Isparta, Turkey, Asia",,true,true,
SimurgAI,https://www.simurgai.com,,,,,2020-01-01,,Software solutions,https://www.simurgai.com,,"Agency, Artificial intelligence","Karabük, Turkey, Asia",,true,true,
Radiologics,https://www.radiologics.ai,,,,,2020-01-01,,Radiology solutions powered with A.I.,https://www.radiologics.ai,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
my.mouth,https://www.mymouth.org,,,,,2020-01-01,,AI powered systems for oral healthcare,https://www.mymouth.org,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Anari AI,https://anari.ai,Seed,2000000,USD,2000000,2020-01-01,Seed,Computation platform for AI,https://anari.ai,1,Artificial intelligence,"San Francisco, USA, Asia",,true,true,
Codeway Studios,https://www.codeway.co,,,,,2020-01-01,,Mobile apps,https://www.codeway.co,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Exairon,https://exairon.com,Seed,135000,USD,135000,2020-01-01,Seed,Autonomous customer experience solutions,https://exairon.com,1,"Customer experience, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Pharmaino,https://pharmaino.com,,,,,2020-01-01,,Solutions to needs in the field of pharmacy and health,https://pharmaino.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Doctus AI,https://www.doctusai.com,,,,,2020-01-01,,AI-Powered decision support,https://www.doctusai.com,,Artificial intelligence,"Los Angeles, USA, Asia",,true,true,
nexizon,https://www.nexizon.com,,,,,2020-01-01,,Artificial intelligence systems and image processing technologies,https://www.nexizon.com,,"Image process, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
GENRPA,https://genrpa.com,,,,,2020-01-01,,Robotic automation solutions,https://genrpa.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Rnv.ai,https://rnv.ai,Seed,1102550,USD,1102550,2020-01-01,Seed,Tools and analyses to discover customer insights,https://rnv.ai,1,"Agency, Retailtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Bomensoft,https://bomensoft.com,,,,,2020-01-01,,"AI solutions based on NLP, DL, GPU-based systems and technologies",https://bomensoft.com,,"Internet of things, Edutech, Deeptech, Artificial intelligence","London, UK, Asia",,true,true,
Pusula.ai,http://www.pusula.ai,,,,,2020-01-01,,Predictive decision mechanism software using algorithms based on artificial intelligence,http://www.pusula.ai,,"Big data, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AiHear,https://www.aiheartech.com,Equity Crowdfunding,90069,USD,90069,2020-01-01,Seed,Artificial intelligence assisted medical technologies in the field of audiology,https://www.aiheartech.com,1,"AR / VR, Biotech, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
Formica,https://www.formica.ai,,,,,2020-01-01,,Cloud-native data platform with machine learning,https://www.formica.ai,,"Big data, Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
MYTH AI,https://myth-ai.com,Post-Seed,304500,USD,304500,2020-01-01,Seed,Artificial intelligence-based pattern design tool that brings together designers and businesses,https://myth-ai.com,1,"Industry40, Textile, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Uptecra,https://uptecra.com,Pre-Seed,100000,USD,100000,2020-01-01,Pre-Seed,Software solutions for corporate companies,https://uptecra.com,1,"Internet of things, Artificial intelligence, Autotech","Istanbul, Turkey, Asia",,true,true,
CranioCatch,https://www.craniocatch.com,Equity Crowdfunding,88400,USD,88400,2020-01-01,Seed,AI solution for dento-maxillofacial radiology,https://www.craniocatch.com,1,"Artificial intelligence, Healthtech","Eskişehir, Turkey, Asia",,true,true,
Zoi Data,https://www.zoidata.com,,,,,2020-01-01,,Machine learning solutions,https://www.zoidata.com,,Artificial intelligence,"Izmir, Turkey, Asia",,true,true,
Voyager Robotics,https://voyagerrobotics.com,,,,,2020-01-01,,Peer-to-peer autonomous drone delivery,https://voyagerrobotics.com,,"Robotics, Logistics, Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",,true,true,
DeepSport,https://deepsportapp.com,Seed,85000,USD,85000,2020-01-01,Seed,AI-based digital trainer,https://deepsportapp.com,1,"Fitness, Image process, Sports, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Bridgesoft,https://www.bridgesoft.com.tr,Seed,300686,USD,300686,2020-01-01,Seed,Develops agri-tech projects with AI and IoT to increase operational efficiency in agriculture,https://www.bridgesoft.com.tr,1,"Climatetech, Deeptech, Artificial intelligence, Agritech","Kocaeli, Turkey, Asia",,true,true,
Cerebrum Tech,https://www.cerebrumtechnologies.com,Post-Seed,1800000,USD,1800000,2020-01-01,Seed,Digital transformation solutions,https://www.cerebrumtechnologies.com,1,"Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
MOVE ON,https://moveon.ai,Seed,250611,USD,250611,2020-01-01,Seed,Agricultural AI & autonomy,https://moveon.ai,1,"Climatetech, Big data, Artificial intelligence, Agritech","Istanbul, Turkey, Asia",,true,true,
Sweephy,https://www.sweephy.com,SAFE,130238,USD,130238,2020-01-01,Pre-Seed,Data cleaning and preparation platform,https://www.sweephy.com,1,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Adsby,https://adsby.co,Seed,174000,USD,174000,2020-01-01,Seed,All in one digital marketing solution,https://adsby.co,1,"Advertising, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Arventek,https://www.arventek.com,Seed,100000,USD,100000,2020-01-01,Seed,"Processes images from drones to create real-time digital twins of sites, provides site progress tracking",https://www.arventek.com,1,"Constructiontech, Deeptech, Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",,true,true,
Screpy,https://screpy.com,,,,,2020-01-01,,AI based SEO and web analysis tool,https://screpy.com,,"Artificial intelligence, SaaS","Newark, USA, Asia",,true,true,
Base64.ai,https://base64.ai,Seed,1800000,USD,1800000,2020-01-01,Seed,AI-powered document processing,https://base64.ai,1,"Artificial intelligence, SaaS","New York, USA, Asia",,true,true,
İstanbulAI,https://istanbulai.com,,,,,2020-01-01,,Artificial intelligence supported software solutions,https://istanbulai.com,,"Textile, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Visight,https://www.visight.com.tr,,,,,2020-01-01,,"Artificial vision, image processing and artificial intelligence solutions",https://www.visight.com.tr,,"Agency, Image process, Artificial intelligence","Kocaeli, Turkey, Asia",,true,true,
Cevelyn,https://www.cevelyn.com,,,,,2020-01-01,,Artificial Intelligence based emotion-aware personalized music composer,https://www.cevelyn.com,,"Music, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
Pivony,https://www.pivony.com,Pre-Seed,100000,USD,100000,2020-01-01,Pre-Seed,AI driven insights and marketing platform,https://www.pivony.com,1,"Marketingtech, Artificial intelligence, SaaS","Philadelphia, USA, Asia",,true,true,
Futureheal,https://futureheal.com,,,,,2020-01-01,,Personalized diagnosis and treatment AI solutions,https://futureheal.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
ingosa,https://www.ingosa.ai,Seed,100000,USD,100000,2020-01-01,Seed,Chatbot management tool,https://www.ingosa.ai,1,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
FineSci,https://www.finesci.com,,,,,2020-01-01,,"AI, big data and cyber security solutions",https://www.finesci.com,,"Big data, Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
spiky.ai,https://spiky.ai,Seed,2800000,USD,2800000,2020-01-01,Seed,AI based intelligent solutions for education technologies,https://spiky.ai,1,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",,true,true,
Eyecheckup,https://www.eye-checkup.com,Post-Seed,650000,USD,650000,2020-01-01,Seed,AI-Based affordable eye screening system for vision loss prevention,https://www.eye-checkup.com,1,"Deeptech, Artificial intelligence, Healthtech","Antalya, Turkey, Asia",,true,true,
Layer AI,https://www.layer.ai,Seed,6500000,USD,6500000,2020-01-01,Seed,AI tool for gaming creators,https://www.layer.ai,1,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
AIWorkDesign,https://www.aiworkdesign.com,,,,,2020-01-01,,Short-term energy generation forecast for wind power plants supported by artificial intelligence,https://www.aiworkdesign.com,,"Climatetech, Energy, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Counterfake,https://counterfake.ai,Seed,50112,USD,50112,2020-01-01,Seed,AI powered automated brand protection,https://counterfake.ai,1,"Regtech, Retailtech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Delivers.ai,https://delivers.ai,Post-Seed,3000000,USD,3000000,2020-01-01,Seed,Autonomous robots delivery development solution,https://delivers.ai,1,"Robotics, Meal delivery, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Stude.Ai,https://studeai.com,,,,,2020-01-01,,AI based student assistant solutions,https://studeai.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Monay,https://monay.com.tr,,,,,2020-01-01,,Chatbot/app that helps you save money,https://monay.com.tr,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
kutuAI,https://www.kutu.ai,,,,,2020-01-01,,Customer feedback analysis platform,https://www.kutu.ai,,"Customer experience, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Usersdot,https://www.usersdot.com,Post-Seed,589835,USD,589835,2020-01-01,Seed,"AI powered, actionable, eCommerce data analytics",https://www.usersdot.com,1,"E-commerce enabler, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Hevi AI,http://hevi.ai,Seed,609253,USD,609253,2020-01-01,Seed,Artificial intelligence-based solutions for medical imaging,http://hevi.ai,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",,true,true,
NutzenTech,https://nutzentech.com,Pre-Seed,89059,USD,89059,2020-01-01,Pre-Seed,"Air quality and company assets’ analysis for climatechange with drone, sensor, camera",https://nutzentech.com,1,"Robotics, Big data, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Windlar,https://windlar.com,,,,,2020-01-01,,Autonomous drone blade inspection using machine learning,https://windlar.com,,"Energy, Artificial intelligence","Afyonkarahisar, Turkey, Asia",,true,true,
Voiser,https://voiser.net,Seed,100000,USD,100000,2020-01-01,Seed,Text to speech platform,https://voiser.net,1,"Media, Deeptech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
PulpoAR,https://pulpoar.com,Bridge,100000,USD,100000,2020-01-01,Early Stage Venture,Augmented shopping technology,https://pulpoar.com,1,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",,true,true,
TEXINSIGHT,https://www.texinsight.com,,,,,2020-01-01,,"AI based deep technologies for facilities, using computer vision and deep learning",https://www.texinsight.com,,"Image process, Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Datapad,https://www.datapad.io,Seed,500000,USD,500000,2020-01-01,Seed,AI-powered data analytics,https://www.datapad.io,1,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",,true,true,
Elektra Software,https://opex.app,,,,,2019-01-01,,Producers of software solutions for the tourism industry,https://opex.app,,"Hotel, Artificial intelligence, Business intelligence","Antalya, Turkey, Asia",,true,true,
Allegory,https://allegory.app,,,,,2019-01-01,,AI-native infrastructure built for risk and insurance,https://allegory.app,,"Artificial intelligence, Insurtech","Toronto, Canada, Asia",,true,true,
Alphabots,https://www.alphabots.de,,,,,2019-01-01,,Artificial autonomous intelligence,https://www.alphabots.de,,Artificial intelligence,"München, Germany, Asia",,true,true,
Areal,https://www.areal.ai,,,,,2019-01-01,,AI platform specifically designed for the real estate industry,https://www.areal.ai,,"Artificial intelligence, Proptech","San Francisco, USA, Asia",,true,true,
smartdisperse,https://www.smartdisperse.com,,,,,2019-01-01,,AI assisted dispersion quality and process control,https://www.smartdisperse.com,,Artificial intelligence,"Sacramento, USA, Asia",,true,true,
Arena,https://arena-ai.com,,,,,2019-01-01,,AI for hardware innovation,https://arena-ai.com,,Artificial intelligence,"New York, USA, Asia",,true,true,
Grifin,https://www.grifins.com,,,,,2019-01-01,,"Mobile, web, artificial intelligence, and cloud technology services",https://www.grifins.com,,"Cloud, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
TASS Vision,https://www.tassvision.ai,Seed,1500000,USD,1500000,2019-01-01,Seed,Computer vision based on artificial intelligence and embedded technologies,https://www.tassvision.ai,1,"Retailtech, Artificial intelligence, SaaS","Dover, USA, Asia",,true,true,
Fizix,https://fizix.ai,Seed,680400,USD,680400,2019-01-01,Seed,End-to-end smart machine health monitoring solution,https://fizix.ai,1,"Smart manufacturing, Smart city, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Omni Factors,https://www.omnifactors.com,,,,,2019-01-01,,"Integrated solutions in analytics, customer interaction and experience management",https://www.omnifactors.com,,"Customer experience, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Marsirius.ai,https://marsirius.ai,,,,,2019-01-01,,AI-powered automation for diagnosis,https://marsirius.ai,,"Artificial intelligence, Healthtech","Lefkoşa, Northern Cyprus, Asia",,true,true,
RANGE,https://www.rangedigital.net,,,,,2019-01-01,,Artificial intelligence supported ECU map editing system,https://www.rangedigital.net,,"Artificial intelligence, Autotech","Konya, Turkey, Asia",,true,true,
E-Moli Interactive,https://e-moli.com,Pre-Seed,25700,USD,25700,2019-01-01,Pre-Seed,Interactive games developer,https://e-moli.com,1,"AR / VR, Gaming, Entertainment, Artificial intelligence","Kütahya, Turkey, Asia",,true,true,
Looksy,https://looksytech.com,,,,,2019-01-01,,Real time 3D-time shopping experience technology,https://looksytech.com,,"Ecommerce, AR / VR, Artificial intelligence","Izmir, Turkey, Asia",,true,true,
DSS BR,,,,,,2019-01-01,,"Solutions in software development, artificial intelligence, automation, machine and robot production and R&D",,,"Robotics, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
Spektrum Dijital,http://spektrumdijital.com,,,,,2019-01-01,,Digital product developer,http://spektrumdijital.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
Eywin,https://eywin.com.tr,,,,,2019-01-01,,Mobile applications developer,https://eywin.com.tr,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
MXB Interactive,https://www.mxbinteractive.com,,,,,2019-01-01,,"Artificial intelligence, license plate recognition, face recognition, object recognition, electronic and industrial design services",https://www.mxbinteractive.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
New Mind,https://newmind.ai,,,,,2019-01-01,,Projects based on various AI and blockchain technologies to develop an integrated intelligent system for lawyers and clients,https://newmind.ai,,"Legaltech, Blockchain, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Eterna Teknoloji,https://www.eterna.net.tr,,,,,2019-01-01,,"Software, mobile app development, AI applications, cyber security solutions, advertising and SEO services",https://www.eterna.net.tr,,"Agency, Artificial intelligence","Mersin, Turkey, Asia",,true,true,
vencortex,https://www.vencortex.io,,,,,2019-01-01,,Software optimizing the entire decision-making process by combining human intuition and AI,https://www.vencortex.io,,Artificial intelligence,"Kassel, Germany, Asia",,true,true,
PlusMinusOne,https://www.plusminusone.co,,,,,2019-01-01,,Mobile app studio,https://www.plusminusone.co,,"Productivity, Agency, Artificial intelligence","San Francisco, USA, Asia",,true,true,
Antres,https://antres.com.tr,,,,,2019-01-01,,"Solutions in artificial intelligence, internet of things, data mining and image processing",https://antres.com.tr,,"Internet of things, Image process, Artificial intelligence","Şanlıurfa, Turkey, Asia",,true,true,
Bilgila,https://bilgila.com,,,,,2019-01-01,,"Software development, AI, data analysis solutions, project and information technology management",https://bilgila.com,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",,true,true,
HyperBeeAI,https://www.hyperbee.ai,SAFE,500000,USD,500000,2019-01-01,Pre-Seed,It develops and sells large language model (LLM)-based AI products,https://www.hyperbee.ai,1,Artificial intelligence,"Palo Alto, USA, Asia",,true,true,
One Eye,https://www.oneeyesystems.com,,,,,2019-01-01,,Data management solutions for businesses,https://www.oneeyesystems.com,,"Image process, Artificial intelligence","Kütahya, Turkey, Asia",,true,true,
MGH Energy,https://mghenergy.net,,,,,2019-01-01,,"Industrial automation, artificial intelligence software and energy solutions",https://mghenergy.net,,"Energy, Artificial intelligence","Kahramanmaraş, Turkey, Asia",,true,true,
Akkio,https://www.akkio.com,Series A,15000000,USD,15000000,2019-01-01,Early Stage Venture,Artificial intelligence for analytics and predictive modeling,https://www.akkio.com,1,"Artificial intelligence, Business intelligence","Cambridge, USA, Asia",,true,true,
Aktasoft,https://www.aktasoft.com,,,,,2019-01-01,,"Web systems, mobile applications, e-commerce and artificial intelligence solutions",https://www.aktasoft.com,,"Agency, E-commerce enabler, Artificial intelligence","Trabzon, Turkey, Asia",,true,true,
Micae,https://www.micae.com,,,,,2019-01-01,,Cloud-based video management systems,https://www.micae.com,,"Artificial intelligence, SaaS, Business intelligence","Ankara, Turkey, Asia",,true,true,
Pakodemy,https://pakodemy.com,,,,,2019-01-01,,Artificial intelligence supported individual education software,https://pakodemy.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",,true,true,
Visirobo,https://www.visirobo.com,,,,,2019-01-01,,"Development of products focusing on image processing, artificial intelligence, digital signal processing",https://www.visirobo.com,,"Image process, Artificial intelligence","Antalya, Turkey, Asia",,true,true,
Kombobit,https://www.kombobit.com,,,,,2019-01-01,,AI-based web software developer,https://www.kombobit.com,,Artificial intelligence,"Afyonkarahisar, Turkey, Asia",,true,true,
Finoxys,https://www.finoxys.com,,,,,2019-01-01,,Cloud-based AML transaction monitoring solution,https://www.finoxys.com,,Artificial intelligence,"Istanbul, Turkey, Asia",,true,true,
SETINT AI,,,,,,2019-01-01,,Remote patient monitoring and disease diagnosis system with artificial Intelligence modeling,,,"Artificial intelligence, Healthtech","Düzce, Turkey, Asia",,true,true,
