Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Kodlanabilir,https://kodlanabilir.com,,,,,2024-01-01,,AI powered softwares in maritime industry,https://kodlanabilir.com,,"Big data, Marinetech, Artificial intelligence","Istanbul, Turkey, Asia",
Planla.ai,https://planla.ai,Seed,250000,USD,250000,2024-01-01,Seed,"AI agents, automation, and data management platform",https://planla.ai,1,Artificial intelligence,"Istanbul, Turkey, Asia",
Gate Maritime Softwares,https://gatemaritime.com/,,,,,2024-01-01,,AI powered CRM systems in maritime sector,https://gatemaritime.com/,,"Marinetech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Osstart,https://www.osstart.com.tr,,,,,2024-01-01,,B2B and B2C solutions with artificial intelligence technologies,https://www.osstart.com.tr,,"Image process, Artificial intelligence","Bursa, Turkey, Asia",
SeenMood,https://www.seenmood.com,,,,,2024-01-01,,AI-powered video conferencing platform that analyzes emotions and engagement,https://www.seenmood.com,,Artificial intelligence,"Ankara, Turkey, Asia",
CodeMiner,https://www.codeminer.com.tr,,,,,2024-01-01,,AI-driven R&D solutions for the mining industry,https://www.codeminer.com.tr,,"Miningtech, Artificial intelligence","Ankara, Turkey, Asia",
Callwiser,https://callwiser.ai,,,,,2024-01-01,,"AI-powered recruitment platform that automates the hiring process by sourcing, ranking, and screening candidates through AI-led interviews",https://callwiser.ai,,"Hrtech, Artificial intelligence","Ankara, Turkey, Asia",
AISTUDIO,https://aistudio.com.tr,,,,,2024-01-01,,Artificial intelligence and data science solutions,https://aistudio.com.tr,,"Image process, Artificial intelligence","Ankara, Turkey, Asia",
PandaApp,https://pandaapp.me,,,,,2024-01-01,,"Smart personal assistant that boosts productivity with AI-powered routines, reminders, and expert-backed recommendations—helping users optimize their daily lives efficiently",https://pandaapp.me,,"Productivity, Well-being, Artificial intelligence","Ankara, Turkey, Asia",
DyStory,https://dystoryapp.wordpress.com,,,,,2024-01-01,,"Educational mobile app that helps the education of children with dyslexia through visual, auditory, and verbal interactions",https://dystoryapp.wordpress.com,,"Baby toddler kids, Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
All Next,https://allnext.io,,,,,2024-01-01,,Health technologies,https://allnext.io,,"Artificial intelligence, Healthtech","Ankara, Turkey, Asia",
CerebrAI-VorTX,https://cerebrai-vortx.com,,,,,2024-01-01,,"Artificial intelligence-focused solutions from health to education, from smart transportation to sustainable energy",https://cerebrai-vortx.com,,Artificial intelligence,"Şanlıurfa, Turkey, Asia",
Foundry,https://www.thefoundryai.com,Seed,,,,2024-01-01,Seed,Web simulation and annotation for browser agents,https://www.thefoundryai.com,,Artificial intelligence,"San Francisco, USA, Asia",
High5,https://get-high5.com,,,,,2024-01-01,,Review management software for hospitality & gastronomy,https://get-high5.com,,"Review, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Uniti AI,https://getuniti.com,Seed,4000000,USD,4000000,2024-01-01,Seed,AI sales agent platform built for global commercial real estate,https://getuniti.com,1,"Artificial intelligence, Proptech","New York, USA, Asia",
Trace,https://tracetec.co,Seed,,,,2024-01-01,Seed,"Voice AI customer support for fintechs, banking, and insurance",https://tracetec.co,,Artificial intelligence,"Berkeley, USA, Asia",
DeepWork,https://deepwork.com.tr,,,,,2024-01-01,,Software solutions ranging from human resources to clothing recommendation to service/operational efficiency,https://deepwork.com.tr,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",
Tuval,https://tuval.ai,,,,,2024-01-01,,Print on demand platform for people and printing companies,https://tuval.ai,,"Ecommerce, Artificial intelligence","Istanbul, Turkey, Asia",
CornerBox,https://www.cornerbox.ai,Pre-Seed,1000000,USD,1000000,2024-01-01,Pre-Seed,AI-powered smart retail platform,https://www.cornerbox.ai,1,"Robotics, Retailtech, Artificial intelligence","Rotterdam, The Netherlands, Asia",
Qmindlab,https://qmindlab.com,,,,,2024-01-01,,Digital transformation and AI-powered data analytics solutions for businesses,https://qmindlab.com,,"Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
cognipeer,https://www.cognipeer.com,,,,,2024-01-01,,Development of AI products and solutions,https://www.cognipeer.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",
Polymet,https://www.polymet.ai,Pre-Seed,500000,USD,500000,2024-01-01,Pre-Seed,AI product designer,https://www.polymet.ai,1,Artificial intelligence,"San Francisco, USA, Asia",
Biddle,https://www.biddle.ai,,,,,2024-01-01,,Aims to optimize digital advertising campaigns of mobile games by predicting the return on investment by developing a data analytics-driven and AI-powered platform,https://www.biddle.ai,,"Gaming, Advertising, Artificial intelligence","Istanbul, Turkey, Asia",
Ekotify,https://ekotify.com,,,,,2024-01-01,,Platform that optimizes companies' sales and support processes by analyzing phone calls between customer representatives and customers with artificial intelligence,https://ekotify.com,,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",
Vispection,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI solutions,,1,Artificial intelligence,"Istanbul, Turkey, Asia",
Viral Teknoloji,https://vrl-ai.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI technologies to fight online manipulation and empower creative individuals,https://vrl-ai.com,1,"Image process, Artificial intelligence","Kocaeli, Turkey, Asia",
Fishgramer,https://fishgramer.com,,,,,2024-01-01,,"System that provides real-time weight estimation of fish in cage nets underwater, offering this data to fish farm owners",https://fishgramer.com,,"Image process, Artificial intelligence","Isparta, Turkey, Asia",
Mytech,https://mytechteknoloji.com,,,,,2024-01-01,,"Artificial intelligence, data analytics and advanced technology solutions",https://mytechteknoloji.com,,"Media, Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
AssetFab,https://www.assetfab.com,,,,,2024-01-01,,AI-driven platform designed to streamline asset creation,https://www.assetfab.com,,"Gaming, Artificial intelligence, Developer Tools","London, UK, Asia",
Jupytr,https://jupy.tr,,,,,2024-01-01,,AI legal assistant,https://jupy.tr,,"Legaltech, Artificial intelligence","Istanbul, Turkey, Asia",
Safespeech,https://safespeech.com.tr,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Intelligent security systems based on voice analysis,https://safespeech.com.tr,1,"Deeptech, Artificial intelligence","Kocaeli, Turkey, Asia",
Mindtest,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Alzheimer's and dementia diagnosis with artificial intelligence-supported mobile mental state tests,,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Integral,https://www.integral.de,Pre-Seed,6605000,USD,6605000,2024-01-01,Pre-Seed,"Tax processes solutions for self-employed people, small companies and freelancers",https://www.integral.de,1,"Fintech, Artificial intelligence","Berlin, Germany, Asia",
AId Core Solutions,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence-based diabetic retinopathy early detection decision support service,,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Metrik3 Yazılım,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence-powered container tracking and management system,,1,"Logistics, Artificial intelligence","Kayseri, Turkey, Asia",
Optimum,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Intelligent production/service planning module decision support system,,1,Artificial intelligence,"Izmir, Turkey, Asia",
UGF Makine,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered autonomous weeding and disease detection robot,,1,"Artificial intelligence, Agritech","Mersin, Turkey, Asia",
MOSIMAI,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Design and management of AI-assisted predictive systems in engineering and science,,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Artificlient,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence based psychotherapy simulations,,1,Artificial intelligence,"Istanbul, Turkey, Asia",
Pronuve Yazılım,,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered water efficiency management platform for urban green spaces,,1,"Smart city, Artificial intelligence","Ankara, Turkey, Asia",
Stylix.ai,https://stylix.ai,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI fashion assistant designed to digitize your wardrobe,https://stylix.ai,1,"Fashion, Artificial intelligence","Istanbul, Turkey, Asia",
Eluvium,https://www.eluvium.ai,,,,,2024-01-01,,AI agents for sales & operations in manufacturing,https://www.eluvium.ai,,Artificial intelligence,"London, UK, Asia",
Serumix,http://serumix.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial Intelligence and IoT supported sustainable agriculture solutions,http://serumix.com,1,"Internet of things, Artificial intelligence, Agritech","Adana, Turkey, Asia",
Pilka,https://www.pilka.com.tr,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Software engineering services for productivity applications,https://www.pilka.com.tr,1,"Productivity, Artificial intelligence","Istanbul, Turkey, Asia",
ODIGOS,https://www.odigostechnology.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Artificial intelligence solutions and digital transformation solutions,https://www.odigostechnology.com,1,Artificial intelligence,"Istanbul, Turkey, Asia",
Hotel+,https://www.hotelplus.ai,,,,,2024-01-01,,Hotel hospitality platform,https://www.hotelplus.ai,,"Hotel, Artificial intelligence","Erzurum, Turkey, Asia",
BioRest,https://www.biorest.com.tr,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Wellness startup combining smart ambient scent technology and mobile health data tracking to enhance physical and mental well-being,https://www.biorest.com.tr,1,"Well-being, Artificial intelligence, Healthtech","Izmir, Turkey, Asia",
BaitCyber Technology,https://baitcyber.com,,,,,2024-01-01,,Phishing with AI,https://baitcyber.com,,"Cybersecurity, Artificial intelligence","Istanbul, Turkey, Asia",
Pulse,https://pulsefin.tech,,,,,2024-01-01,,"Solutions that optimize business processes with technologies such as software development, artificial intelligence, robotic process automation",https://pulsefin.tech,,"Fintech, Artificial intelligence, Business intelligence","Izmir, Turkey, Asia",
FINCH Network,https://www.finchnow.com,,,,,2024-01-01,,"AI-powered tools to make venue marketing valuable for venues, customers and brands",https://www.finchnow.com,,"Restaurant, Marketingtech, Artificial intelligence","San Francisco, USA, Asia",
BOMBUS.AI,https://bombusai.com,Equity Crowdfunding,245292,USD,245292,2024-01-01,Seed,Artificial intelligence supported hydroponic agriculture greenhouse technologies system,https://bombusai.com,1,"Artificial intelligence, Agritech","Ankara, Turkey, Asia",
Progenx,https://progenxacademy.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered individualized education solutions,https://progenxacademy.com,1,"Edutech, Artificial intelligence","Ankara, Turkey, Asia",
Akceon,https://akceon.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-based fault detection and maintenance solutions for hydraulic systems,https://akceon.com,1,Artificial intelligence,"Istanbul, Turkey, Asia",
AOS AI-griculture,,,,,,2024-01-01,,Image processing and artificial intelligence system to increase productivity in agricultural production,,,"Image process, Artificial intelligence, Agritech","Istanbul, Turkey, Asia",
NexRacon,https://nexracon.com,,,,,2024-01-01,,Cybersecurity automation that provides systems with an AI-powered vulnerability management system,https://nexracon.com,,"Cybersecurity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Pinyto,https://www.pinyto.com,,,,,2024-01-01,,AI-powered travel planning platform,https://www.pinyto.com,,"Travel, Artificial intelligence","Izmir, Turkey, Asia",
MindMoov,https://www.mindmoov.net,,,,,2024-01-01,,Mobile app that supports muscle strengthening without moving,https://www.mindmoov.net,,"AR / VR, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
TurinQ.com,https://turinq.com,,,,,2024-01-01,,AI question and exam generator,https://turinq.com,,"Edutech, Artificial intelligence","Izmir, Turkey, Asia",
Devolvia,https://devolvia.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,"Optimizes business processes by using image, text and voice-based artificial intelligence models to perform repetitive and time-consuming tasks in the business world",https://devolvia.com,1,"Deeptech, Artificial intelligence","Kayseri, Turkey, Asia",
VIDEOO.IO,https://www.videoo.io,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,Online AI video editor,https://www.videoo.io,1,"Video, Artificial intelligence, SaaS","London, UK, Asia",
Loopify Games,,,,,,2024-01-01,,Game studio,,,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
InnovaMind,https://innovamind.ai,,,,,2024-01-01,,AI and ML solutions,https://innovamind.ai,,"Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",
BoardMeAI,https://www.boardmeai.com,,,,,2024-01-01,,"Agentic AI platform with LLM, SLM, and reinforcement learning powered RAG technologies to optimize workflows, enable intelligent decisions, and deliver adaptive solutions",https://www.boardmeai.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
reprai,https://www.reprai.com,Seed,500000,USD,500000,2024-01-01,Seed,AI-powered platform designed to support and autonomize promotional operations for pharmaceutical companies,https://www.reprai.com,1,Artificial intelligence,"Wilmington, USA, Asia",
Doclink,https://doclink.io,,,,,2024-01-01,,AI-powered document intelligence platform,https://doclink.io,,"Productivity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
inpocket.games,https://www.inpocket.games,,,,,2024-01-01,,AI-powered game Development,https://www.inpocket.games,,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
HeimerClean,https://www.heimerclean.com,,,,,2024-01-01,,"AI optimization tool that boosts efficiency by 87%, saves 15% energy, and operates fully autonomously, ensuring privacy with seamless performance",https://www.heimerclean.com,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Datatoolpack,https://datatoolpack.com,,,,,2024-01-01,,Data tools and data analysis software,https://datatoolpack.com,,"Artificial intelligence, SaaS","Sheridan, USA, Asia",
Calorin,https://calorinapp.com,,,,,2024-01-01,,Mobile application based on artificial intelligence and computer vision technologies that allows users to calculate calories in the most accurate way in a sustainable model,https://calorinapp.com,,"Foodtech, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
YTNK,https://ytnk.io,,,,,2024-01-01,,AI-powered digital recruitment platform,https://ytnk.io,,"Hrtech, Artificial intelligence","Amsterdam, The Netherlands, Asia",
CopeAi,https://www.copeai.net,,,,,2024-01-01,,AI-powered platform designed to streamline and enhance the content creation process for businesses,https://www.copeai.net,,Artificial intelligence,"Istanbul, Turkey, Asia",
Novalife,https://novalife.app,,,,,2024-01-01,,Personal life assistant app,https://novalife.app,,"Productivity, Artificial intelligence","Istanbul, Turkey, Asia",
TeachAgent,https://teach-agent.com,,,,,2024-01-01,,Learning platform that produces question-based solution videos and podcasts,https://teach-agent.com,,"Edutech, Artificial intelligence","Balıkesir, Turkey, Asia",
TailorCast,https://tailorcast.net,,,,,2024-01-01,,AI-powered content concierge for every customer,https://tailorcast.net,,"Customer experience, Marketingtech, Artificial intelligence","Istanbul, Turkey, Asia",
FlukerApp,https://flukerapp.com,,,,,2024-01-01,,Language learning application focusing on speaking,https://flukerapp.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
Apper,,,,,,2024-01-01,,AI-powered productivity and collaboration tools,,,"Productivity, Artificial intelligence","Bursa, Turkey, Asia",
Cunda,https://cunda.ai,,,,,2024-01-01,,AI based test automation platform,https://cunda.ai,,"Artificial intelligence, Developer Tools","Istanbul, Turkey, Asia",
Tedaarik,https://tedaarik.com,,,,,2024-01-01,,AI-powered digital procurement assistant for restaurants,https://tedaarik.com,,"Restaurant, Artificial intelligence","Ankara, Turkey, Asia",
NeuroVision AI Tech,https://neurovisiontech.ai,,,,,2024-01-01,,"AI models and APIs that are designed for real-time image and video processing, offering customization and localization to meet the specific needs of various industries",https://neurovisiontech.ai,,"Image process, Artificial intelligence","Lewes, USA, Asia",
INTRA-BOT,,,,,,2024-01-01,,Artificial intelligence-supported portable robot that automatically detects and cannulates veins,,,"Robotics, Artificial intelligence, Healthtech","Sivas, Turkey, Asia",
Voice4 AI,https://voice4.ai,,,,,2024-01-01,,AI powered voice,https://voice4.ai,,"Customer experience, Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",
Leagle,https://leagleapp.com,,,,,2024-01-01,,AI-powered legal assistant,https://leagleapp.com,,"Legaltech, Artificial intelligence","Istanbul, Turkey, Asia",
Ayla Calls,https://aylacalls.com,,,,,2024-01-01,,AI English tutor that calls you,https://aylacalls.com,,"Edutech, Artificial intelligence","Ankara, Turkey, Asia",
Fundervest,https://fundervest.com,,,,,2024-01-01,,Startup AI financial analysis,https://fundervest.com,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
Rate360,https://rate360.com.tr,,,,,2024-01-01,,AI-powered risk assessment and scoring platform,https://rate360.com.tr,,"Big data, Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
ally.ai,https://theally.ai,,,,,2024-01-01,,"AI solution that enables companies to generate intelligence from video, audio and text assets",https://theally.ai,,Artificial intelligence,"New York, USA, Asia",
İşin Olacak,https://isinolacak.com,,,,,2024-01-01,,Mobile-focused recruitment app powered by artificial intelligence,https://isinolacak.com,,"Hrtech, Artificial intelligence","Istanbul, Turkey, Asia",
Transleyt,https://transleyt.com,,,,,2024-01-01,,AI-powered translation platform,https://transleyt.com,,"Productivity, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Intelligent Design 3D,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Intelligent design assistant,,1,"Visual, Artificial intelligence","Kocaeli, Turkey, Asia",
My AI Patient,https://myaipatient.com,,,,,2024-01-01,,Platform that enables medical professionals to improve their clinical examination skills with AI patients,https://myaipatient.com,,"Edutech, Artificial intelligence, Healthtech","Ankara, Turkey, Asia",
VidInsight,https://vidinsight.com.tr,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI-powered platform designed to simplify video editing and content creation,https://vidinsight.com.tr,1,Artificial intelligence,"Kocaeli, Turkey, Asia",
Arkium,https://www.arkium.com.tr,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,"AI-powered industrial solutions, machine learning solutions, data analytics and big data management",https://www.arkium.com.tr,1,"Agency, Big data, Artificial intelligence, SaaS","Şanlıurfa, Turkey, Asia",
Alecs,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence-assisted software for preliminary structural system design of multi-storey reinforced concrete structures,,1,"Constructiontech, Artificial intelligence","Eskişehir, Turkey, Asia",
Brainify,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Defective product detection and sorting system in SKP production lines,,1,Artificial intelligence,"Samsun, Turkey, Asia",
Stellar Spend,https://stellarspend.com,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Integrated solution that harnesses the power of AI and negotiation capabilities to help companies manage spend,https://stellarspend.com,1,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",
Ratione Divide,https://rationedivide.com,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence-based breast cancer recommendation support system,https://rationedivide.com,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Ramer,https://www.ramerconsulting.com,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence based international e-commerce and e-documentation and international logistics software project,https://www.ramerconsulting.com,1,"Logistics, Artificial intelligence","Istanbul, Turkey, Asia",
Kalyos,,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI-based harvest tracking system for tomato greenhouses,,1,"Artificial intelligence, Agritech","Samsun, Turkey, Asia",
Inventra,https://www.inventra.ca,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,AI Solutions,https://www.inventra.ca,1,"Big data, Artificial intelligence","Istanbul, Turkey, Asia",
AION Engineering,https://www.aion.energy,Pre-Seed,26550,USD,26550,2024-01-01,Pre-Seed,Artificial intelligence-assisted development of cell design in Li-ion batteries,https://www.aion.energy,1,"Energy, Artificial intelligence","Kayseri, Turkey, Asia",
ThingsHappen,https://thingshappen.ai,Seed,100000,USD,100000,2024-01-01,Seed,Solutions that turn insurance policies into understandable and actionable tools,https://thingshappen.ai,1,"Fintech, Artificial intelligence, Insurtech","Izmir, Turkey, Asia",
Eudemonia Games,https://eudemoniagames.com,Pre-Seed,22150,USD,22150,2024-01-01,Pre-Seed,Game studio,https://eudemoniagames.com,1,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
Allergy Mate,https://allergy-mate.com,Pre-Seed,25700,USD,25700,2024-01-01,Pre-Seed,AI-powered personal allergy assistant,https://allergy-mate.com,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Opnova,https://opnova.ai,Pre-Seed,3750000,USD,3750000,2024-01-01,Pre-Seed,"Solution that eliminates rework by automating repetitive, mundane and error-prone operational tasks with an agent AI solution that can perform human-level work",https://opnova.ai,1,Artificial intelligence,"Palo Alto, USA, Asia",
Lucida AI,https://www.getlucida.com,Pre-Seed,750000,USD,750000,2024-01-01,Pre-Seed,AI-powered speaking coach designed to help employees enhance their communication skills,https://www.getlucida.com,1,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
AR-ARGE,https://www.arsolution.com.tr,,,,,2024-01-01,,Software solutions in augmented reality,https://www.arsolution.com.tr,,"AR / VR, Artificial intelligence, Healthtech","Antalya, Turkey, Asia",
Omnitive,https://omnitive.com,,,,,2024-01-01,,AI-supported automation solutions for enterprise retailers,https://omnitive.com,,"Retailtech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Horiar Media & Technology,https://horiar.com,,,,,2024-01-01,,AI tools for the media industry,https://horiar.com,,"Desktop app, Media, Artificial intelligence","Istanbul, Turkey, Asia",
AiDist,https://www.aidist.net,,,,,2024-01-01,,AI-based personal assistant app,https://www.aidist.net,,"Productivity, Artificial intelligence","Ankara, Turkey, Asia",
ADBA,https://www.adbascientific.com,,,,,2024-01-01,,IT and publishing solutions,https://www.adbascientific.com,,"Internet of things, Agency, Artificial intelligence","Corum, Turkey, Asia",
RivalOut,https://rivalout.com,,,,,2024-01-01,,AI-powered competitor analysis and comparison platform,https://rivalout.com,,"Comparison, Search engine, Marketingtech, Artificial intelligence","London, UK, Asia",
WriteTec,https://writetecbt.com,,,,,2024-01-01,,Services in the field of information technologies,https://writetecbt.com,,"Agency, Artificial intelligence","Karabük, Turkey, Asia",
HirinGames,https://hiringames.com,,,,,2024-01-01,,Gamification based recruitment platform,https://hiringames.com,,"Hrtech, Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
Cep Doktorum,https://cepdoktorum.com,,,,,2024-01-01,,AI-powered health assistant,https://cepdoktorum.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
SubClicks,https://www.subclicks.com,,,,,2024-01-01,,AI-powered content production platform,https://www.subclicks.com,,"News, Content, Artificial intelligence","Istanbul, Turkey, Asia",
Video Face Swap AI,https://www.videofaceswap.ai,,,,,2024-01-01,,Deepfake generator AI tool,https://www.videofaceswap.ai,,"Video, Artificial intelligence","Ankara, Turkey, Asia",
Tap Grow,http://tapgrow.ai,,,,,2024-01-01,,AI sales and marketing automation tool for small businesses,http://tapgrow.ai,,"Marketingtech, Artificial intelligence","Izmir, Turkey, Asia",
Stash,https://www.usestash.com,,,,,2024-01-01,,AI-powered solutions that accelerate software developers' issue resolution processes,https://www.usestash.com,,"Artificial intelligence, Developer Tools","Ankara, Turkey, Asia",
NexStrat.ai,https://www.nexstrat.ai,,,,,2024-01-01,,AI co-pilot for business strategy,https://www.nexstrat.ai,,Artificial intelligence,"San Francisco, USA, Asia",
Elara,https://elara.technology,,,,,2024-01-01,,Human-like AI employee for wealth management,https://elara.technology,,"Fintech, Artificial intelligence","Austin, USA, Asia",
Synapsai.ai,https://synapsai.ai,,,,,2024-01-01,,AI-powered HR solution,https://synapsai.ai,,"Hrtech, Artificial intelligence","Istanbul, Turkey, Asia",
NisusAI,https://nisus-ai.com,,,,,2024-01-01,,Building simple end to end AI assistants,https://nisus-ai.com,,"Artificial intelligence, SaaS, Developer Tools","Istanbul, Turkey, Asia",
Pleep,https://pleep.app,,,,,2024-01-01,,Service for creating smart AI assistants for business,https://pleep.app,,"Artificial intelligence, SaaS","Almaty, Kazakhistan, Asia",
E-Dison AI,https://e-dison.tech,,,,,2024-01-01,,EV charging station solutions,https://e-dison.tech,,"Mobility, Energy, Artificial intelligence","Istanbul, Turkey, Asia",
AIVA,https://aivatech.io,Pre-Seed,100000,USD,100000,2024-01-01,Pre-Seed,Provides customized GPT and LLM services to both enterprise and individual users using AI algorithms,https://aivatech.io,1,"Artificial intelligence, Business intelligence","Ankara, Turkey, Asia",
Bereket,https://bereket.co,,,,,2024-01-01,,Platform that offers various solutions for both consumers and businesses to minimize food waste,https://bereket.co,,"Sustainability, Artificial intelligence","Bursa, Turkey, Asia",
Kanzy,https://kanzyai.com,,,,,2024-01-01,,AI-backed personal investment assistant,https://kanzyai.com,,"Fintech, Artificial intelligence","London, UK, Asia",
madlen,https://madlen.io,Seed,100000,USD,100000,2024-01-01,Seed,Developer of learning methods using machine learning algorithms,https://madlen.io,1,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
TarımPlus,https://tarimplus.com.tr,,,,,2024-01-01,,Platform that offers AI-powered solutions to farmers in the agriculture sector,https://tarimplus.com.tr,,"Artificial intelligence, Agritech","Manisa, Turkey, Asia",
URTH,https://aiurth.com,,,,,2024-01-01,,Platform utilizing machine learning and artificial intelligence technologies in textile design and production,https://aiurth.com,,"Textile, Cloud, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Aurify,https://aurify.ai,,,,,2024-01-01,,"Artificial intelligence with which you can produce visual, text and edit contents",https://aurify.ai,,"Visual, Content, Artificial intelligence","Izmir, Turkey, Asia",
Valnox AI,https://valnox.ai,,,,,2024-01-01,,AI-driven platform offering personalized therapy and psychological analysis,https://valnox.ai,,"Artificial intelligence, Healthtech","Kocaeli, Turkey, Asia",
Autom Mate,https://autommate.com,,,,,2024-01-01,,Service technology optimization platform,https://autommate.com,,"Artificial intelligence, SaaS","Delaware, USA, Asia",
Sketch Logo AI,https://www.sketchlogo.ai,,,,,2024-01-01,,"AI-powered tool to simplify 2D-3D logos, illustrations and tattoo designs",https://www.sketchlogo.ai,,"Visual, Artificial intelligence","Ankara, Turkey, Asia",
RareSum,https://www.raresum.com,Seed,50000,USD,50000,2024-01-01,Seed,AI-powered decision support for rare diseases,https://www.raresum.com,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Print AI,https://printai.cloud,,,,,2024-01-01,,AI based print on demand platform,https://printai.cloud,,"Print, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Viseur AI,https://viseur.ai,Seed,100000,USD,100000,2024-01-01,Seed,AI solutions for early detection of diseases by speeding up doctors' diagnostic processes,https://viseur.ai,1,"Artificial intelligence, Healthtech","Ankara, Turkey, Asia",
Soltudo,https://soltudo.com,Pre-Seed,30000,USD,30000,2024-01-01,Pre-Seed,"IoT devices, sensor technologies and AI-based data solutions",https://soltudo.com,1,"Internet of things, Artificial intelligence, SaaS","Ankara, Turkey, Asia",
Selekt AI,https://selektai.com,,,,,2024-01-01,,AI based startup scouting platform,https://selektai.com,,"Startup Ecosystem, Artificial intelligence","Istanbul, Turkey, Asia",
Vinter,https://vinter.me,Seed,1480000,USD,1480000,2024-01-01,Seed,AI based SaaS recruitment platform,https://vinter.me,1,"Hrtech, Artificial intelligence, SaaS","London, UK, Asia",
Fume,https://fumedev.com,SAFE,500000,USD,500000,2024-01-01,Pre-Seed,AI software developer,https://fumedev.com,1,"Artificial intelligence, Developer Tools","San Francisco, USA, Asia",
MHRTEK,https://mhrtek.com,,,,,2023-01-01,,Software and Information technologies,https://mhrtek.com,,"Agency, Artificial intelligence","Kocaeli, Turkey, Asia",
