Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
spiky.ai,https://spiky.ai,Seed,2800000,USD,2800000,2020-01-01,Seed,AI based intelligent solutions for education technologies,https://spiky.ai,1,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",
Eyecheckup,https://www.eye-checkup.com,Post-Seed,650000,USD,650000,2020-01-01,Seed,AI-Based affordable eye screening system for vision loss prevention,https://www.eye-checkup.com,1,"Deeptech, Artificial intelligence, Healthtech","Antalya, Turkey, Asia",
Layer AI,https://www.layer.ai,Seed,6500000,USD,6500000,2020-01-01,Seed,AI tool for gaming creators,https://www.layer.ai,1,"Gaming, Artificial intelligence","Istanbul, Turkey, Asia",
AIWorkDesign,https://www.aiworkdesign.com,,,,,2020-01-01,,Short-term energy generation forecast for wind power plants supported by artificial intelligence,https://www.aiworkdesign.com,,"Climatetech, Energy, Artificial intelligence","Istanbul, Turkey, Asia",
Counterfake,https://counterfake.ai,Seed,50112,USD,50112,2020-01-01,Seed,AI powered automated brand protection,https://counterfake.ai,1,"Regtech, Retailtech, Artificial intelligence","Istanbul, Turkey, Asia",
Delivers.ai,https://delivers.ai,Post-Seed,3000000,USD,3000000,2020-01-01,Seed,Autonomous robots delivery development solution,https://delivers.ai,1,"Robotics, Meal delivery, Artificial intelligence","Istanbul, Turkey, Asia",
Stude.Ai,https://studeai.com,,,,,2020-01-01,,AI based student assistant solutions,https://studeai.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
Monay,https://monay.com.tr,,,,,2020-01-01,,Chatbot/app that helps you save money,https://monay.com.tr,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
kutuAI,https://www.kutu.ai,,,,,2020-01-01,,Customer feedback analysis platform,https://www.kutu.ai,,"Customer experience, Artificial intelligence","Ankara, Turkey, Asia",
Usersdot,https://www.usersdot.com,Post-Seed,589835,USD,589835,2020-01-01,Seed,"AI powered, actionable, eCommerce data analytics",https://www.usersdot.com,1,"E-commerce enabler, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Hevi AI,http://hevi.ai,Seed,609253,USD,609253,2020-01-01,Seed,Artificial intelligence-based solutions for medical imaging,http://hevi.ai,1,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
NutzenTech,https://nutzentech.com,Pre-Seed,89059,USD,89059,2020-01-01,Pre-Seed,"Air quality and company assets’ analysis for climatechange with drone, sensor, camera",https://nutzentech.com,1,"Robotics, Big data, Artificial intelligence","Istanbul, Turkey, Asia",
Windlar,https://windlar.com,,,,,2020-01-01,,Autonomous drone blade inspection using machine learning,https://windlar.com,,"Energy, Artificial intelligence","Afyonkarahisar, Turkey, Asia",
Voiser,https://voiser.net,Seed,100000,USD,100000,2020-01-01,Seed,Text to speech platform,https://voiser.net,1,"Media, Deeptech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
PulpoAR,https://pulpoar.com,Bridge,100000,USD,100000,2020-01-01,Early Stage Venture,Augmented shopping technology,https://pulpoar.com,1,"Artificial intelligence, SaaS","Izmir, Turkey, Asia",
TEXINSIGHT,https://www.texinsight.com,,,,,2020-01-01,,"AI based deep technologies for facilities, using computer vision and deep learning",https://www.texinsight.com,,"Image process, Deeptech, Artificial intelligence","Istanbul, Turkey, Asia",
Datapad,https://www.datapad.io,Seed,500000,USD,500000,2020-01-01,Seed,AI-powered data analytics,https://www.datapad.io,1,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Elektra Software,https://opex.app,,,,,2019-01-01,,Producers of software solutions for the tourism industry,https://opex.app,,"Hotel, Artificial intelligence, Business intelligence","Antalya, Turkey, Asia",
Allegory,https://allegory.app,,,,,2019-01-01,,AI-native infrastructure built for risk and insurance,https://allegory.app,,"Artificial intelligence, Insurtech","Toronto, Canada, Asia",
Alphabots,https://www.alphabots.de,,,,,2019-01-01,,Artificial autonomous intelligence,https://www.alphabots.de,,Artificial intelligence,"München, Germany, Asia",
Areal,https://www.areal.ai,,,,,2019-01-01,,AI platform specifically designed for the real estate industry,https://www.areal.ai,,"Artificial intelligence, Proptech","San Francisco, USA, Asia",
smartdisperse,https://www.smartdisperse.com,,,,,2019-01-01,,AI assisted dispersion quality and process control,https://www.smartdisperse.com,,Artificial intelligence,"Sacramento, USA, Asia",
Arena,https://arena-ai.com,,,,,2019-01-01,,AI for hardware innovation,https://arena-ai.com,,Artificial intelligence,"New York, USA, Asia",
Grifin,https://www.grifins.com,,,,,2019-01-01,,"Mobile, web, artificial intelligence, and cloud technology services",https://www.grifins.com,,"Cloud, Artificial intelligence","Istanbul, Turkey, Asia",
TASS Vision,https://www.tassvision.ai,Seed,1500000,USD,1500000,2019-01-01,Seed,Computer vision based on artificial intelligence and embedded technologies,https://www.tassvision.ai,1,"Retailtech, Artificial intelligence, SaaS","Dover, USA, Asia",
Fizix,https://fizix.ai,Seed,680400,USD,680400,2019-01-01,Seed,End-to-end smart machine health monitoring solution,https://fizix.ai,1,"Smart manufacturing, Smart city, Artificial intelligence","Ankara, Turkey, Asia",
Omni Factors,https://www.omnifactors.com,,,,,2019-01-01,,"Integrated solutions in analytics, customer interaction and experience management",https://www.omnifactors.com,,"Customer experience, Artificial intelligence","Istanbul, Turkey, Asia",
Marsirius.ai,https://marsirius.ai,,,,,2019-01-01,,AI-powered automation for diagnosis,https://marsirius.ai,,"Artificial intelligence, Healthtech","Lefkoşa, Northern Cyprus, Asia",
RANGE,https://www.rangedigital.net,,,,,2019-01-01,,Artificial intelligence supported ECU map editing system,https://www.rangedigital.net,,"Artificial intelligence, Autotech","Konya, Turkey, Asia",
E-Moli Interactive,https://e-moli.com,Pre-Seed,25700,USD,25700,2019-01-01,Pre-Seed,Interactive games developer,https://e-moli.com,1,"AR / VR, Gaming, Entertainment, Artificial intelligence","Kütahya, Turkey, Asia",
Looksy,https://looksytech.com,,,,,2019-01-01,,Real time 3D-time shopping experience technology,https://looksytech.com,,"Ecommerce, AR / VR, Artificial intelligence","Izmir, Turkey, Asia",
DSS BR,,,,,,2019-01-01,,"Solutions in software development, artificial intelligence, automation, machine and robot production and R&D",,,"Robotics, Artificial intelligence","Ankara, Turkey, Asia",
Spektrum Dijital,http://spektrumdijital.com,,,,,2019-01-01,,Digital product developer,http://spektrumdijital.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
Eywin,https://eywin.com.tr,,,,,2019-01-01,,Mobile applications developer,https://eywin.com.tr,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",
MXB Interactive,https://www.mxbinteractive.com,,,,,2019-01-01,,"Artificial intelligence, license plate recognition, face recognition, object recognition, electronic and industrial design services",https://www.mxbinteractive.com,,"Agency, Artificial intelligence","Istanbul, Turkey, Asia",
New Mind,https://newmind.ai,,,,,2019-01-01,,Projects based on various AI and blockchain technologies to develop an integrated intelligent system for lawyers and clients,https://newmind.ai,,"Legaltech, Blockchain, Artificial intelligence","Istanbul, Turkey, Asia",
Eterna Teknoloji,https://www.eterna.net.tr,,,,,2019-01-01,,"Software, mobile app development, AI applications, cyber security solutions, advertising and SEO services",https://www.eterna.net.tr,,"Agency, Artificial intelligence","Mersin, Turkey, Asia",
vencortex,https://www.vencortex.io,,,,,2019-01-01,,Software optimizing the entire decision-making process by combining human intuition and AI,https://www.vencortex.io,,Artificial intelligence,"Kassel, Germany, Asia",
PlusMinusOne,https://www.plusminusone.co,,,,,2019-01-01,,Mobile app studio,https://www.plusminusone.co,,"Productivity, Agency, Artificial intelligence","San Francisco, USA, Asia",
Antres,https://antres.com.tr,,,,,2019-01-01,,"Solutions in artificial intelligence, internet of things, data mining and image processing",https://antres.com.tr,,"Internet of things, Image process, Artificial intelligence","Şanlıurfa, Turkey, Asia",
Bilgila,https://bilgila.com,,,,,2019-01-01,,"Software development, AI, data analysis solutions, project and information technology management",https://bilgila.com,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",
HyperBeeAI,https://www.hyperbee.ai,SAFE,500000,USD,500000,2019-01-01,Pre-Seed,It develops and sells large language model (LLM)-based AI products,https://www.hyperbee.ai,1,Artificial intelligence,"Palo Alto, USA, Asia",
One Eye,https://www.oneeyesystems.com,,,,,2019-01-01,,Data management solutions for businesses,https://www.oneeyesystems.com,,"Image process, Artificial intelligence","Kütahya, Turkey, Asia",
MGH Energy,https://mghenergy.net,,,,,2019-01-01,,"Industrial automation, artificial intelligence software and energy solutions",https://mghenergy.net,,"Energy, Artificial intelligence","Kahramanmaraş, Turkey, Asia",
Akkio,https://www.akkio.com,Series A,15000000,USD,15000000,2019-01-01,Early Stage Venture,Artificial intelligence for analytics and predictive modeling,https://www.akkio.com,1,"Artificial intelligence, Business intelligence","Cambridge, USA, Asia",
Aktasoft,https://www.aktasoft.com,,,,,2019-01-01,,"Web systems, mobile applications, e-commerce and artificial intelligence solutions",https://www.aktasoft.com,,"Agency, E-commerce enabler, Artificial intelligence","Trabzon, Turkey, Asia",
Micae,https://www.micae.com,,,,,2019-01-01,,Cloud-based video management systems,https://www.micae.com,,"Artificial intelligence, SaaS, Business intelligence","Ankara, Turkey, Asia",
Pakodemy,https://pakodemy.com,,,,,2019-01-01,,Artificial intelligence supported individual education software,https://pakodemy.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
Visirobo,https://www.visirobo.com,,,,,2019-01-01,,"Development of products focusing on image processing, artificial intelligence, digital signal processing",https://www.visirobo.com,,"Image process, Artificial intelligence","Antalya, Turkey, Asia",
Kombobit,https://www.kombobit.com,,,,,2019-01-01,,AI-based web software developer,https://www.kombobit.com,,Artificial intelligence,"Afyonkarahisar, Turkey, Asia",
Finoxys,https://www.finoxys.com,,,,,2019-01-01,,Cloud-based AML transaction monitoring solution,https://www.finoxys.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
SETINT AI,,,,,,2019-01-01,,Remote patient monitoring and disease diagnosis system with artificial Intelligence modeling,,,"Artificial intelligence, Healthtech","Düzce, Turkey, Asia",
PictorLabs,https://www.pictorlabs.ai,Series A,15200000,USD,15200000,2019-01-01,Early Stage Venture,Developer of digital imaging platform designed to conduct histopathology,https://www.pictorlabs.ai,1,"Biotech, Deeptech, Artificial intelligence","Los Angeles, USA, Asia",
HRPeak,https://www.hrpeak.com,,,,,2019-01-01,,Online assessment center for the hiring process,https://www.hrpeak.com,,"Hrtech, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
SCSoft,https://www.scsoft.com.tr,,,,,2019-01-01,,AI powered identity management,https://www.scsoft.com.tr,,"Fintech, Artificial intelligence","Istanbul, Turkey, Asia",
Proxolab,https://www.proxolab.com,,,,,2019-01-01,,Software solutions,https://www.proxolab.com,,"Agency, Artificial intelligence","Denizli, Turkey, Asia",
Codebefore,https://codebefore.com,,,,,2019-01-01,,Software technologies solutions,https://codebefore.com,,"Agency, Cloud, Artificial intelligence","Bursa, Turkey, Asia",
Trueyogi,https://trueyogi.com,,,,,2019-01-01,,"AI-powered wellness app analyzing users’ physical condition and producing yoga flows for to their mental needs, physical data, mood, and goals",https://trueyogi.com,,"Well-being, Artificial intelligence","Ankara, Turkey, Asia",
Mantiscope,https://www.mantiscope.com,,,,,2019-01-01,,Blood cell analysis with AI,https://www.mantiscope.com,,"Artificial intelligence, Healthtech","Ankara, Turkey, Asia",
Bewell,https://www.bewelll.com,,,,,2019-01-01,,AI powered digital wellness coach,https://www.bewelll.com,,"Fitness, Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Wope,https://wope.com,,,,,2019-01-01,,Rank tracker for technical SEOs,https://wope.com,,"Marketingtech, Artificial intelligence","Tallinn, Estonia, Asia",
deepware,https://deepware.ai,,,,,2019-01-01,,Solutions against deepfakes,https://deepware.ai,,"Cybersecurity, Artificial intelligence","Ankara, Turkey, Asia",
wawlabs,http://www.wawlabs.com,,,,,2019-01-01,,Search engine technologies for e-commerce sites,http://www.wawlabs.com,,"Search engine, Artificial intelligence","Istanbul, Turkey, Asia",
Starlang,https://starlangyazilim.com,,,,,2019-01-01,,Natural language processing solutions,https://starlangyazilim.com,,Artificial intelligence,"Ankara, Turkey, Asia",
Kognitek,https://www.kognitek.com.tr,,,,,2019-01-01,,Artificial intelligence and cognitive technology solutions,https://www.kognitek.com.tr,,"Regtech, Artificial intelligence","Istanbul, Turkey, Asia",
Oda Studio,https://www.odaportal.com,Seed,2800000,USD,2800000,2019-01-01,Seed,Marketing automation for residential listings using AI,https://www.odaportal.com,1,"Visual, Artificial intelligence, Proptech","San Francisco, USA, Asia",
Ara Robotics,https://ararobotics.eu,,,,,2019-01-01,,Industrial cleaning robot,https://ararobotics.eu,,"Robotics, Sustainability, Deeptech, Artificial intelligence","Ankara, Turkey, Asia",
HadsUp,https://www.hadsup.com,Seed,200000,USD,200000,2019-01-01,Seed,Adtech platform which combines AI with hologram technology,https://www.hadsup.com,1,"Advertising, Artificial intelligence","London, UK, Asia",
Redlab,https://www.redlab.com.tr,,,,,2019-01-01,,"Laboratory device manufacturing, virtual reality applications, simulations, artificial intelligence solutions",https://www.redlab.com.tr,,"AR / VR, Mechatronics, Artificial intelligence","Istanbul, Turkey, Asia",
Tractus Technology,https://www.tractus.com.tr,,,,,2019-01-01,,"Data science, business intelligence solutions and data analytics consulting services",https://www.tractus.com.tr,,"Big data, Artificial intelligence, Business intelligence","Ankara, Turkey, Asia",
ICS,https://icsteknoloji.com,,,,,2019-01-01,,"PDPL, GDPR consultancy, system integration, software products and services",https://icsteknoloji.com,,"Internet of things, Big data, Artificial intelligence","Istanbul, Turkey, Asia",
muTech,https://mutechgmbh.de,,,,,2019-01-01,,Smart technologies for agriculture,https://mutechgmbh.de,,"Deeptech, Artificial intelligence, Agritech","Hannover, Germany, Asia",
Algomedi,https://www.algomedi.com,,,,,2019-01-01,,"Software, web and mobile development services",https://www.algomedi.com,,"Internet of things, Agency, Artificial intelligence","Izmir, Turkey, Asia",
FutureTech,http://futuretech.com.tr,,,,,2019-01-01,,Big data technologies and applications,http://futuretech.com.tr,,"Agency, Big data, Artificial intelligence","Ankara, Turkey, Asia",
Benosso,https://www.benosso.com,,,,,2019-01-01,,Technology solutions,https://www.benosso.com,,"Agency, Artificial intelligence","Denizli, Turkey, Asia",
SenkronData AI,https://senkrondata.com,,,,,2019-01-01,,Data crawling from web and mobile apps,https://senkrondata.com,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
